,filename,folder,octTags0,octTags1,octTags2,octTags3,octTags4,all_label,fundus_image_qualified,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_macular-position,fi_unqualified_focus-clearness,fi_unqualified_readable-range,fi_unqualified_others,path,exists
2807,14002474-20150304-L_150703092854468_071.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002474-20150304-L_150703092854468_071.png,TRUE
3318,86175040-20171020-L_171024144833546_109.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86175040-20171020-L_171024144833546_109.png,TRUE
692,86175479-20180601-L_180601153228765_125.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,fi_unqualified_macular-position,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangefi_unqualified_macular-positionnan,0,1,0,1,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86175479-20180601-L_180601153228765_125.png,TRUE
2911,14004967-20160308-L_160308135339781_156.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14004967-20160308-L_160308135339781_156.png,TRUE
948,14006322-20140718-R_140718145532593_042.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14006322-20140718-R_140718145532593_042.png,TRUE
3496,1301163-20160713-L_160713100434687_061.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301163-20160713-L_160713100434687_061.png,TRUE
247,1301044-20160321-R_160321104633406._036.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301044-20160321-R_160321104633406._036.png,TRUE
3012,13011037-20170407-R_170407111304281_024.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011037-20170407-R_170407111304281_024.png,TRUE
210,1427120-20150216-R_150216123454125._166.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427120-20150216-R_150216123454125._166.png,TRUE
1970,86179136-20200115-R_200115093759671.1076358.11960_184.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86179136-20200115-R_200115093759671.1076358.11960_184.png,TRUE
3217,13011036-20170516-R_17051609420425_074.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011036-20170516-R_17051609420425_074.png,TRUE
1080,19060003-20191226-R_191226100325828.1076358.29920_168.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/19060003-20191226-R_191226100325828.1076358.29920_168.png,TRUE
2856,1301276-20180309-R_180309110130187._056.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301276-20180309-R_180309110130187._056.png,TRUE
3165,14004551-20151117-R_15111709454606_075.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14004551-20151117-R_15111709454606_075.png,TRUE
2123,1301044-20160921-L_160921121750593._061.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301044-20160921-L_160921121750593._061.png,TRUE
122,14002548-20150313-R_15031316283850_037.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002548-20150313-R_15031316283850_037.png,TRUE
3009,1301043-20160309-L_160309095146453._084.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301043-20160309-L_160309095146453._084.png,TRUE
2432,14003315-20150629-L_150629160351390_112.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14003315-20150629-L_150629160351390_112.png,TRUE
1367,1301277-20170904-L_170904101714796._063.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301277-20170904-L_170904101714796._063.png,TRUE
1945,1301044-20161228-R_170327162643296._076.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301044-20161228-R_170327162643296._076.png,TRUE
3317,1301270-20180711-L_180711091150703._127.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,,,,fundus_image_unqualifiedfi_unqualified_disc-positionnannannan,0,1,1,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301270-20180711-L_180711091150703._127.png,TRUE
1154,1301174-20170327-L_170327153430343._023.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_macular-position,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_macular-positionnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301174-20170327-L_170327153430343._023.png,TRUE
1591,17071258-20191220-L_1.2.276.0.75.2.1.20.0.3.191220105246718.1076358.32195_072.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/17071258-20191220-L_1.2.276.0.75.2.1.20.0.3.191220105246718.1076358.32195_072.png,TRUE
1132,15093002-20191119-R_191119163905828.1076358.9549_097.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_macular-position,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_macular-positionfi_unqualified_othersnan,0,1,1,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15093002-20191119-R_191119163905828.1076358.9549_097.png,TRUE
2279,14004544-20151116-R_151116160951031_044.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14004544-20151116-R_151116160951031_044.png,TRUE
2798,14004837-20151211-L_151211140338093_011.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14004837-20151211-L_151211140338093_011.png,TRUE
3256,15091607-20191127-L_191127105341663.1215738.8786_060.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15091607-20191127-L_191127105341663.1215738.8786_060.png,TRUE
139,19060010-20191202-R_191202113112484.1215738.2530_186.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/19060010-20191202-R_191202113112484.1215738.2530_186.png,TRUE
2109,1301217-20190722-L_190722101531109_063.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_readable-rangenannan,0,1,0,0,1,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301217-20190722-L_190722101531109_063.png,TRUE
537,18060003-20180813-L_180813141223593_137.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18060003-20180813-L_180813141223593_137.png,TRUE
35,1000092369-20191129-_1.2.276.0.75.2.1.20.0.3.191129083823046.1195722.1851_004.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1000092369-20191129-_1.2.276.0.75.2.1.20.0.3.191129083823046.1195722.1851_004.png,TRUE
1267,86183957-20190711-R_1.2.276.0.75.2.1.20.0.3.190711141514937.1076358.24699_163.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86183957-20190711-R_1.2.276.0.75.2.1.20.0.3.190711141514937.1076358.24699_163.png,TRUE
994,86177770-20180919-R_180919101832703_199.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86177770-20180919-R_180919101832703_199.png,TRUE
2771,1427204-20170331-L_170331092840390._161.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427204-20170331-L_170331092840390._161.png,TRUE
596,1301133-20160608-L_160608102904031._001.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301133-20160608-L_160608102904031._001.png,TRUE
1271,13011004-20161031-R_161031111924203_192.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011004-20161031-R_161031111924203_192.png,TRUE
1152,15092108-20191126-R_191126151408422.1215738.27781_076.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15092108-20191126-R_191126151408422.1215738.27781_076.png,TRUE
3082,16121024-20171215-R_171215094757265_030.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/16121024-20171215-R_171215094757265_030.png,TRUE
353,14002193-20150102-R_150102161433031_019.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002193-20150102-R_150102161433031_019.png,TRUE
2261,15091293-20191204-L_191204143457987.1215738.19394_010.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15091293-20191204-L_191204143457987.1215738.19394_010.png,TRUE
1464,1427203-20180108-L_180108093953125._076.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_macular-position,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_macular-positionfi_unqualified_othersnan,0,1,0,1,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427203-20180108-L_180108093953125._076.png,TRUE
1155,86175047-20171020-R_171024145112859_036.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86175047-20171020-R_171024145112859_036.png,TRUE
916,1427204-20180604-L_180604085917968_197.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427204-20180604-L_180604085917968_197.png,TRUE
3267,1301020-20161208-R_161208102923765._156.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301020-20161208-R_161208102923765._156.png,TRUE
3336,86184166-20190718-L_1.2.276.0.75.2.1.20.0.3.190718134401578.1076358.25982_184.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86184166-20190718-L_1.2.276.0.75.2.1.20.0.3.190718134401578.1076358.25982_184.png,TRUE
2277,1301270-20151015-R_151015090000937._010.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_readable-rangenannan,0,1,0,0,1,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301270-20151015-R_151015090000937._010.png,TRUE
320,14002259-20150119-L_150119165439156_151.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002259-20150119-L_150119165439156_151.png,TRUE
3202,86171728-20181106-R_181106141120640_166.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86171728-20181106-R_181106141120640_166.png,TRUE
41,86174978-20171016-R_171016111236765_037.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_readable-range,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_readable-rangefi_unqualified_othersnan,0,1,0,1,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86174978-20171016-R_171016111236765_037.png,TRUE
952,1427120-20150216-L_150216111020093._072.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427120-20150216-L_150216111020093._072.png,TRUE
1983,1301078-20181024-R_181024094243390._104.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301078-20181024-R_181024094243390._104.png,TRUE
2661,13011071-20180514-L_180514145825781_151.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011071-20180514-L_180514145825781_151.png,TRUE
2783,15093011-20191120-R_191120161738906.1076358.16285_105.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15093011-20191120-R_191120161738906.1076358.16285_105.png,TRUE
3172,1301008-20160218-R_160218104323656._196.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_focus-clearnessnannan,0,1,0,0,1,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301008-20160218-R_160218104323656._196.png,TRUE
420,1000093609-20191129-_1.2.276.0.75.2.1.20.0.3.191129075047570.1195722.15479_022.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1000093609-20191129-_1.2.276.0.75.2.1.20.0.3.191129075047570.1195722.15479_022.png,TRUE
3002,13011047-20170519-L_17051912131437_024.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011047-20170519-L_17051912131437_024.png,TRUE
1757,1301071-20191127-R_1.2.276.0.75.2.1.20.0.3.191127153528453.1076358.10794_010.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_othersnannan,0,1,0,0,1,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301071-20191127-R_1.2.276.0.75.2.1.20.0.3.191127153528453.1076358.10794_010.png,TRUE
109,2000017923-20191129-_1.2.276.0.75.2.1.20.0.3.191129074631917.1195722.32155_044.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/2000017923-20191129-_1.2.276.0.75.2.1.20.0.3.191129074631917.1195722.32155_044.png,TRUE
1366,1427206-20160108-R_160108170808687._084.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_macular-position,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_macular-positionfi_unqualified_othersnan,0,1,0,1,1,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427206-20160108-R_160108170808687._084.png,TRUE
2764,14001152-20140620-R_140620142556765_102.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001152-20140620-R_140620142556765_102.png,TRUE
1519,13011025-20180607-R_180607100210015_150.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011025-20180607-R_180607100210015_150.png,TRUE
1880,14002259-20150119-L_150119165624843_005.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002259-20150119-L_150119165624843_005.png,TRUE
997,1301240-20191115-R_1.2.276.0.75.2.1.20.0.3.191115164731140.1076358.21044_041.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301240-20191115-R_1.2.276.0.75.2.1.20.0.3.191115164731140.1076358.21044_041.png,TRUE
1073,13011033-20170822-R_170822101003796_085.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,,,,fundus_image_unqualifiedfi_unqualified_disc-positionnannannan,0,1,1,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011033-20170822-R_170822101003796_085.png,TRUE
1401,13011124-20200119-R_200119111803218.1076358.1171_016.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011124-20200119-R_200119111803218.1076358.1171_016.png,TRUE
264,18060047-20180911-L_180911095514906_126.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_macular-position,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_macular-positionnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18060047-20180911-L_180911095514906_126.png,TRUE
258,1301078-20160420-L_160729105334046._012.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301078-20160420-L_160729105334046._012.png,TRUE
3045,1301239-20180619-L_180619085848609._007.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301239-20180619-L_180619085848609._007.png,TRUE
1636,1301022-20160307-L_160307110943828._141.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301022-20160307-L_160307110943828._141.png,TRUE
2448,1301023-20170612-R_170612105459000._108.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301023-20170612-R_170612105459000._108.png,TRUE
2971,13011042-20170224-L_170224151216281_055.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011042-20170224-L_170224151216281_055.png,TRUE
2309,1301266-20180601-R_180601094038265._051.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301266-20180601-R_180601094038265._051.png,TRUE
2089,13011042-20180914-R_180914104852625_130.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011042-20180914-R_180914104852625_130.png,TRUE
2287,1301297-20170113-L_170113095019890._040.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301297-20170113-L_170113095019890._040.png,TRUE
2617,1301020-20140821-R_140821112830390._072.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301020-20140821-R_140821112830390._072.png,TRUE
1814,17071153-20191211-L_1.2.276.0.75.2.1.20.0.3.191211090535578.1076358.6649_062.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/17071153-20191211-L_1.2.276.0.75.2.1.20.0.3.191211090535578.1076358.6649_062.png,TRUE
3362,13011025-20170216-R_170216104533031_033.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011025-20170216-R_170216104533031_033.png,TRUE
638,86186233-20191127-R_1.2.276.0.75.2.1.20.0.3.191127093416482.1215738.2464_174.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186233-20191127-R_1.2.276.0.75.2.1.20.0.3.191127093416482.1215738.2464_174.png,TRUE
3338,14007001-20191104-R_1.2.276.0.75.2.1.20.0.3.191104104504140.1076358.23670_048.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_focus-clearnessnannan,0,1,0,1,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14007001-20191104-R_1.2.276.0.75.2.1.20.0.3.191104104504140.1076358.23670_048.png,TRUE
1335,14000995-20150102-R_150103145427781_028.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14000995-20150102-R_150103145427781_028.png,TRUE
1120,13011041-20170208-L_170208164459125_133.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011041-20170208-L_170208164459125_133.png,TRUE
2987,1301080-20180115-L_180115101631453._094.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301080-20180115-L_180115101631453._094.png,TRUE
972,86177519-20180515-R_180515164614015_147.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86177519-20180515-R_180515164614015_147.png,TRUE
974,14002257-20150119-R_15011909454381_107.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_focus-clearnessnannan,0,1,1,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002257-20150119-R_15011909454381_107.png,TRUE
2007,16121006-20170215-L_170215110915234_123.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/16121006-20170215-L_170215110915234_123.png,TRUE
870,1301266-20180301-L_180301100702890._148.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301266-20180301-L_180301100702890._148.png,TRUE
